timestamp,microwave,kettle,computer
2023-01-15 02:30:47,0,0,0
2023-01-15 02:30:48,0,0,0
2023-01-15 02:30:49,0,0,0
2023-01-15 02:30:50,0,0,0
2023-01-15 02:30:51,0,0,0
2023-01-15 02:30:52,0,0,0
2023-01-15 02:30:53,0,0,0
2023-01-15 02:30:54,0,0,0
2023-01-15 02:30:55,0,0,0
2023-01-15 02:30:56,0,0,0
2023-01-15 02:30:57,0,0,0
2023-01-15 02:30:58,0,0,0
2023-01-15 02:30:59,0,0,0
2023-01-15 02:31:00,0,0,0
2023-01-15 02:31:01,0,0,0
2023-01-15 02:31:02,0,0,0
2023-01-15 02:31:03,0,0,0
2023-01-15 02:31:04,0,0,0
2023-01-15 02:31:05,0,0,0
2023-01-15 02:31:06,0,0,0
2023-01-15 02:31:07,0,0,0
2023-01-15 02:31:08,0,0,0
2023-01-15 02:31:09,0,0,0
2023-01-15 02:31:10,0,0,0
2023-01-15 02:31:11,0,0,0
2023-01-15 02:31:12,0,0,0
2023-01-15 02:31:13,0,0,0
2023-01-15 02:31:14,0,0,0
2023-01-15 02:31:15,0,0,0
2023-01-15 02:31:16,0,0,0
2023-01-15 02:31:17,0,0,0
2023-01-15 02:31:18,0,0,0
2023-01-15 02:31:19,0,0,0
2023-01-15 02:31:20,0,0,0
2023-01-15 02:31:21,0,0,0
2023-01-15 02:31:22,0,0,0
2023-01-15 02:31:23,0,0,0
2023-01-15 02:31:24,0,0,0
2023-01-15 02:31:25,0,0,0
2023-01-15 02:31:26,0,0,0
2023-01-15 02:31:27,0,0,0
2023-01-15 02:31:28,0,0,0
2023-01-15 02:31:29,0,0,0
2023-01-15 02:31:30,0,0,0
2023-01-15 02:31:31,0,0,0
2023-01-15 02:31:32,0,0,0
2023-01-15 02:31:33,0,0,0
2023-01-15 02:31:34,0,0,0
2023-01-15 02:31:35,0,0,0
2023-01-15 02:31:36,0,0,0
2023-01-15 02:31:37,0,0,0
2023-01-15 02:31:38,0,0,0
2023-01-15 02:31:39,0,0,0
2023-01-15 02:31:40,0,0,0
2023-01-15 02:31:41,0,0,0
2023-01-15 02:31:42,0,0,0
2023-01-15 02:31:43,0,0,0
2023-01-15 02:31:44,0,0,0
2023-01-15 02:31:45,0,0,0
2023-01-15 02:31:46,0,0,0
2023-01-15 02:31:47,0,0,0
2023-01-15 02:31:48,0,0,0
2023-01-15 02:31:49,0,0,0
2023-01-15 02:31:50,0,0,0
2023-01-15 02:31:51,0,0,0
2023-01-15 02:31:52,0,0,0
2023-01-15 02:31:53,0,0,0
2023-01-15 02:31:54,0,0,0
2023-01-15 02:31:55,0,0,0
2023-01-15 02:31:56,0,0,0
2023-01-15 02:31:57,0,0,0
2023-01-15 02:31:58,0,0,0
2023-01-15 02:31:59,0,0,0
2023-01-15 02:32:00,0,0,0
2023-01-15 02:32:01,0,0,0
2023-01-15 02:32:02,0,0,0
2023-01-15 02:32:03,0,0,0
2023-01-15 02:32:04,0,0,0
2023-01-15 02:32:05,0,0,0
2023-01-15 02:32:06,0,0,0
2023-01-15 02:32:07,0,0,0
2023-01-15 02:32:08,0,0,0
2023-01-15 02:32:09,0,0,0
2023-01-15 02:32:10,0,0,0
2023-01-15 02:32:11,0,0,0
2023-01-15 02:32:12,0,0,0
2023-01-15 02:32:13,0,0,0
2023-01-15 02:32:14,0,0,0
2023-01-15 02:32:15,0,0,0
2023-01-15 02:32:16,0,0,0
2023-01-15 02:32:17,0,0,0
2023-01-15 02:32:18,0,0,0
2023-01-15 02:32:19,0,0,0
2023-01-15 02:32:20,0,0,0
2023-01-15 02:32:21,0,0,0
2023-01-15 02:32:22,0,0,0
2023-01-15 02:32:23,0,0,0
2023-01-15 02:32:24,0,0,0
2023-01-15 02:32:25,0,0,0
2023-01-15 02:32:26,0,0,0
2023-01-15 02:32:27,0,0,0
2023-01-15 02:32:28,0,0,0
2023-01-15 02:32:29,0,0,0
2023-01-15 02:32:30,0,0,0
2023-01-15 02:32:31,0,0,0
2023-01-15 02:32:32,0,0,0
2023-01-15 02:32:33,0,0,0
2023-01-15 02:32:34,0,0,0
2023-01-15 02:32:35,0,0,0
2023-01-15 02:32:36,0,0,0
2023-01-15 02:32:37,0,0,0
2023-01-15 02:32:38,0,0,0
2023-01-15 02:32:39,0,0,0
2023-01-15 02:32:40,0,0,0
2023-01-15 02:32:41,0,0,0
2023-01-15 02:32:42,0,0,0
2023-01-15 02:32:43,0,0,0
2023-01-15 02:32:44,0,0,0
2023-01-15 02:32:45,0,0,0
2023-01-15 02:32:46,0,0,0
2023-01-15 02:32:47,0,0,0
2023-01-15 02:32:48,0,0,0
2023-01-15 02:32:49,0,0,0
2023-01-15 02:32:50,0,0,0
2023-01-15 02:32:51,0,0,0
2023-01-15 02:32:52,0,0,0
2023-01-15 02:32:53,0,0,0
2023-01-15 02:32:54,0,0,0
2023-01-15 02:32:55,0,0,0
2023-01-15 02:32:56,0,0,0
2023-01-15 02:32:57,0,0,0
2023-01-15 02:32:58,0,0,0
2023-01-15 02:32:59,0,0,0
2023-01-15 02:33:00,0,0,0
2023-01-15 02:33:01,0,0,0
2023-01-15 02:33:02,0,0,0
2023-01-15 02:33:03,0,0,0
2023-01-15 02:33:04,0,0,0
2023-01-15 02:33:05,0,0,0
2023-01-15 02:33:06,0,0,0
2023-01-15 02:33:07,0,0,0
2023-01-15 02:33:08,0,0,0
2023-01-15 02:33:09,0,0,0
2023-01-15 02:33:10,0,0,0
2023-01-15 02:33:11,0,0,0
2023-01-15 02:33:12,0,0,0
2023-01-15 02:33:13,0,0,0
2023-01-15 02:33:14,0,0,0
2023-01-15 02:33:15,0,0,0
2023-01-15 02:33:16,0,0,0
2023-01-15 02:33:17,0,0,0
2023-01-15 02:33:18,0,0,0
2023-01-15 02:33:19,0,0,0
2023-01-15 02:33:20,0,0,0
2023-01-15 02:33:21,0,0,0
2023-01-15 02:33:22,0,0,0
2023-01-15 02:33:23,0,0,0
2023-01-15 02:33:24,0,0,0
2023-01-15 02:33:25,0,0,0
2023-01-15 02:33:26,0,0,0
2023-01-15 02:33:27,0,0,0
2023-01-15 02:33:28,0,0,0
2023-01-15 02:33:29,0,0,0
2023-01-15 02:33:30,0,0,0
2023-01-15 02:33:31,0,0,0
2023-01-15 02:33:32,0,0,0
2023-01-15 02:33:33,0,0,0
2023-01-15 02:33:34,0,0,0
2023-01-15 02:33:35,0,0,0
2023-01-15 02:33:36,0,0,0
2023-01-15 02:33:37,0,0,0
2023-01-15 02:33:38,0,0,0
2023-01-15 02:33:39,0,0,0
2023-01-15 02:33:40,0,0,0
2023-01-15 02:33:41,0,0,0
2023-01-15 02:33:42,0,0,0
2023-01-15 02:33:43,0,0,0
2023-01-15 02:33:44,0,0,0
2023-01-15 02:33:45,0,0,0
2023-01-15 02:33:46,0,0,0
2023-01-15 02:33:47,0,0,0
2023-01-15 02:33:48,0,0,0
2023-01-15 02:33:49,0,0,0
2023-01-15 02:33:50,0,0,0
2023-01-15 02:33:51,0,0,0
2023-01-15 02:33:52,0,0,0
2023-01-15 02:33:53,0,0,0
2023-01-15 02:33:54,0,0,0
2023-01-15 02:33:55,0,0,0
2023-01-15 02:33:56,0,0,0
2023-01-15 02:33:57,0,0,0
2023-01-15 02:33:58,0,0,0
2023-01-15 02:33:59,0,0,0
2023-01-15 02:34:00,0,0,0
2023-01-15 02:34:01,0,0,0
2023-01-15 02:34:02,0,0,0
2023-01-15 02:34:03,0,0,0
2023-01-15 02:34:04,0,0,0
2023-01-15 02:34:05,0,0,0
2023-01-15 02:34:06,0,0,0
2023-01-15 02:34:07,0,0,0
2023-01-15 02:34:08,0,0,0
2023-01-15 02:34:09,0,0,0
2023-01-15 02:34:10,0,0,0
2023-01-15 02:34:11,0,0,0
2023-01-15 02:34:12,0,0,0
2023-01-15 02:34:13,0,0,0
2023-01-15 02:34:14,0,0,0
2023-01-15 02:34:15,0,0,0
2023-01-15 02:34:16,0,0,0
2023-01-15 02:34:17,0,0,0
2023-01-15 02:34:18,0,0,0
2023-01-15 02:34:19,0,0,0
2023-01-15 02:34:20,0,0,0
2023-01-15 02:34:21,0,0,0
2023-01-15 02:34:22,0,0,0
2023-01-15 02:34:23,0,0,0
2023-01-15 02:34:24,0,0,0
2023-01-15 02:34:25,0,0,0
2023-01-15 02:34:26,0,0,0
2023-01-15 02:34:27,0,0,0
2023-01-15 02:34:28,0,0,0
2023-01-15 02:34:29,0,0,0
2023-01-15 02:34:30,0,0,0
2023-01-15 02:34:31,0,0,0
2023-01-15 02:34:32,0,0,0
2023-01-15 02:34:33,0,0,0
2023-01-15 02:34:34,0,0,0
2023-01-15 02:34:35,0,0,0
2023-01-15 02:34:36,0,0,0
2023-01-15 02:34:37,0,0,0
2023-01-15 02:34:38,0,0,0
2023-01-15 02:34:39,0,0,0
2023-01-15 02:34:40,0,0,0
2023-01-15 02:34:41,0,0,0
2023-01-15 02:34:42,0,0,0
2023-01-15 02:34:43,0,0,0
2023-01-15 02:34:44,0,0,0
2023-01-15 02:34:45,0,0,0
2023-01-15 02:34:46,0,0,0
2023-01-15 02:34:47,0,0,0
2023-01-15 02:34:48,0,0,0
2023-01-15 02:34:49,0,0,0
2023-01-15 02:34:50,0,0,0
2023-01-15 02:34:51,0,0,0
2023-01-15 02:34:52,0,0,0
2023-01-15 02:34:53,0,0,0
2023-01-15 02:34:54,0,0,0
2023-01-15 02:34:55,0,0,0
2023-01-15 02:34:56,0,0,0
2023-01-15 02:34:57,0,0,0
2023-01-15 02:34:58,0,0,0
2023-01-15 02:34:59,0,0,0
2023-01-15 02:35:00,0,0,0
2023-01-15 02:35:01,0,0,0
2023-01-15 02:35:02,0,0,0
2023-01-15 02:35:03,0,0,0
2023-01-15 02:35:04,0,0,0
2023-01-15 02:35:05,0,0,0
2023-01-15 02:35:06,0,0,0
2023-01-15 02:35:07,0,0,0
2023-01-15 02:35:08,0,0,0
2023-01-15 02:35:09,0,0,0
2023-01-15 02:35:10,0,0,0
2023-01-15 02:35:11,0,0,0
2023-01-15 02:35:12,0,0,0
2023-01-15 02:35:13,0,0,0
2023-01-15 02:35:14,0,0,0
2023-01-15 02:35:15,0,0,0
2023-01-15 02:35:16,0,0,0
2023-01-15 02:35:17,0,0,0
2023-01-15 02:35:18,0,0,0
2023-01-15 02:35:19,0,0,0
2023-01-15 02:35:20,0,0,0
2023-01-15 02:35:21,0,0,0
2023-01-15 02:35:22,0,0,0
2023-01-15 02:35:23,0,0,0
2023-01-15 02:35:24,0,0,0
2023-01-15 02:35:25,0,0,0
2023-01-15 02:35:26,0,0,0
2023-01-15 02:35:27,0,0,0
2023-01-15 02:35:28,0,0,0
2023-01-15 02:35:29,0,0,0
2023-01-15 02:35:30,0,0,0
2023-01-15 02:35:31,0,0,0
2023-01-15 02:35:32,0,0,0
2023-01-15 02:35:33,0,0,0
2023-01-15 02:35:34,0,0,0
2023-01-15 02:35:35,0,0,0
2023-01-15 02:35:36,0,0,0
2023-01-15 02:35:37,0,0,0
2023-01-15 02:35:38,0,0,0
2023-01-15 02:35:39,0,0,0
2023-01-15 02:35:40,0,0,0
2023-01-15 02:35:41,0,0,0
2023-01-15 02:35:42,0,0,0
2023-01-15 02:35:43,0,0,0
2023-01-15 02:35:44,0,0,0
2023-01-15 02:35:45,0,0,0
2023-01-15 02:35:46,0,0,0
2023-01-15 02:35:47,0,0,0
2023-01-15 02:35:48,0,0,0
2023-01-15 02:35:49,0,0,0
2023-01-15 02:35:50,0,0,0
2023-01-15 02:35:51,0,0,0
2023-01-15 02:35:52,0,0,0
2023-01-15 02:35:53,0,0,0
2023-01-15 02:35:54,0,0,0
2023-01-15 02:35:55,0,0,0
2023-01-15 02:35:56,0,0,0
2023-01-15 02:35:57,0,0,0
2023-01-15 02:35:58,0,0,0
2023-01-15 02:35:59,0,0,0
2023-01-15 02:36:00,0,0,0
2023-01-15 02:36:01,0,0,0
2023-01-15 02:36:02,0,0,0
2023-01-15 02:36:03,0,0,0
2023-01-15 02:36:04,0,0,0
2023-01-15 02:36:05,0,0,0
2023-01-15 02:36:06,0,0,0
2023-01-15 02:36:07,0,0,0
2023-01-15 02:36:08,0,0,0
2023-01-15 02:36:09,0,0,0
2023-01-15 02:36:10,0,0,0
2023-01-15 02:36:11,0,0,0
2023-01-15 02:36:12,0,0,0
2023-01-15 02:36:13,0,0,0
2023-01-15 02:36:14,0,0,0
2023-01-15 02:36:15,0,0,0
2023-01-15 02:36:16,0,0,0
2023-01-15 02:36:17,0,0,0
2023-01-15 02:36:18,0,0,0
2023-01-15 02:36:19,0,0,0
2023-01-15 02:36:20,0,0,0
2023-01-15 02:36:21,0,0,0
2023-01-15 02:36:22,0,0,0
2023-01-15 02:36:23,0,0,0
2023-01-15 02:36:24,0,0,0
2023-01-15 02:36:25,0,0,0
2023-01-15 02:36:26,0,0,0
2023-01-15 02:36:27,0,0,0
2023-01-15 02:36:28,0,0,0
2023-01-15 02:36:29,0,0,0
2023-01-15 02:36:30,0,0,0
2023-01-15 02:36:31,0,0,0
2023-01-15 02:36:32,0,0,0
2023-01-15 02:36:33,0,0,0
2023-01-15 02:36:34,0,0,0
2023-01-15 02:36:35,0,0,0
2023-01-15 02:36:36,0,0,0
2023-01-15 02:36:37,0,0,0
2023-01-15 02:36:38,0,0,0
2023-01-15 02:36:39,0,0,0
2023-01-15 02:36:40,0,0,0
2023-01-15 02:36:41,0,0,0
2023-01-15 02:36:42,0,0,0
2023-01-15 02:36:43,0,0,0
2023-01-15 02:36:44,0,0,0
2023-01-15 02:36:45,0,0,0
2023-01-15 02:36:46,0,0,0
2023-01-15 02:36:47,0,0,0
2023-01-15 02:36:48,0,0,0
2023-01-15 02:36:49,0,0,0
2023-01-15 02:36:50,0,0,0
2023-01-15 02:36:51,0,0,0
2023-01-15 02:36:52,0,0,0
2023-01-15 02:36:53,0,0,0
2023-01-15 02:36:54,0,0,0
2023-01-15 02:36:55,0,0,0
2023-01-15 02:36:56,0,0,0
2023-01-15 02:36:57,0,0,0
2023-01-15 02:36:58,0,0,0
2023-01-15 02:36:59,0,0,0
2023-01-15 02:37:00,0,0,0
2023-01-15 02:37:01,0,0,0
2023-01-15 02:37:02,0,0,0
2023-01-15 02:37:03,0,0,0
2023-01-15 02:37:04,0,0,0
2023-01-15 02:37:05,0,0,0
2023-01-15 02:37:06,0,0,0
2023-01-15 02:37:07,0,0,0
2023-01-15 02:37:08,0,0,0
2023-01-15 02:37:09,0,0,0
2023-01-15 02:37:10,0,0,0
2023-01-15 02:37:11,0,0,0
2023-01-15 02:37:12,0,0,0
2023-01-15 02:37:13,0,0,0
2023-01-15 02:37:14,0,0,0
2023-01-15 02:37:15,0,0,0
2023-01-15 02:37:16,0,0,0
2023-01-15 02:37:17,0,0,0
2023-01-15 02:37:18,0,0,0
2023-01-15 02:37:19,0,0,0
2023-01-15 02:37:20,0,0,0
2023-01-15 02:37:21,0,0,0
2023-01-15 02:37:22,0,0,0
2023-01-15 02:37:23,0,0,0
2023-01-15 02:37:24,0,0,0
2023-01-15 02:37:25,0,0,0
2023-01-15 02:37:26,0,0,0
2023-01-15 02:37:27,0,0,0
2023-01-15 02:37:28,0,0,0
2023-01-15 02:37:29,0,0,0
2023-01-15 02:37:30,0,0,0
2023-01-15 02:37:31,0,0,0
2023-01-15 02:37:32,0,0,0
2023-01-15 02:37:33,0,0,0
2023-01-15 02:37:34,0,0,0
2023-01-15 02:37:35,0,0,0
2023-01-15 02:37:36,0,0,0
2023-01-15 02:37:37,0,0,0
2023-01-15 02:37:38,0,0,0
2023-01-15 02:37:39,0,0,0
2023-01-15 02:37:40,0,0,0
2023-01-15 02:37:41,0,0,0
2023-01-15 02:37:42,0,0,0
2023-01-15 02:37:43,0,0,0
2023-01-15 02:37:44,0,0,0
2023-01-15 02:37:45,0,0,0
2023-01-15 02:37:46,0,0,0
2023-01-15 02:37:47,0,0,0
2023-01-15 02:37:48,0,0,0
2023-01-15 02:37:49,0,0,0
2023-01-15 02:37:50,0,0,0
2023-01-15 02:37:51,0,0,0
2023-01-15 02:37:52,0,0,0
2023-01-15 02:37:53,0,0,0
2023-01-15 02:37:54,0,0,0
2023-01-15 02:37:55,0,0,0
2023-01-15 02:37:56,0,0,0
2023-01-15 02:37:57,0,0,0
2023-01-15 02:37:58,0,0,0
2023-01-15 02:37:59,0,0,0
2023-01-15 02:38:00,0,0,0
2023-01-15 02:38:01,0,0,0
2023-01-15 02:38:02,0,0,0
2023-01-15 02:38:03,0,0,0
2023-01-15 02:38:04,0,0,0
2023-01-15 02:38:05,0,0,0
2023-01-15 02:38:06,0,0,0
2023-01-15 02:38:07,0,0,0
2023-01-15 02:38:08,0,0,0
2023-01-15 02:38:09,0,0,0
2023-01-15 02:38:10,0,0,0
2023-01-15 02:38:11,0,0,0
2023-01-15 02:38:12,0,0,0
2023-01-15 02:38:13,0,0,0
2023-01-15 02:38:14,0,0,0
2023-01-15 02:38:15,0,0,0
2023-01-15 02:38:16,0,0,0
2023-01-15 02:38:17,0,0,0
2023-01-15 02:38:18,0,0,0
2023-01-15 02:38:19,0,0,0
2023-01-15 02:38:20,0,0,0
2023-01-15 02:38:21,0,0,0
2023-01-15 02:38:22,0,0,0
2023-01-15 02:38:23,0,0,0
2023-01-15 02:38:24,0,0,0
2023-01-15 02:38:25,0,0,0
2023-01-15 02:38:26,0,0,0
2023-01-15 02:38:27,0,0,0
2023-01-15 02:38:28,0,0,0
2023-01-15 02:38:29,0,0,0
2023-01-15 02:38:30,0,0,0
2023-01-15 02:38:31,0,0,0
2023-01-15 02:38:32,0,0,0
2023-01-15 02:38:33,0,0,0
2023-01-15 02:38:34,0,0,0
2023-01-15 02:38:35,0,0,0
2023-01-15 02:38:36,0,0,0
2023-01-15 02:38:37,0,0,0
2023-01-15 02:38:38,0,0,0
2023-01-15 02:38:39,0,0,0
2023-01-15 02:38:40,0,0,0
2023-01-15 02:38:41,0,0,0
2023-01-15 02:38:42,0,0,0
2023-01-15 02:38:43,0,0,0
2023-01-15 02:38:44,0,0,0
2023-01-15 02:38:45,0,0,0
2023-01-15 02:38:46,0,0,0
2023-01-15 02:38:47,0,0,0
2023-01-15 02:38:48,0,0,0
2023-01-15 02:38:49,0,0,0
2023-01-15 02:38:50,0,0,0
2023-01-15 02:38:51,0,0,0
2023-01-15 02:38:52,0,0,0
2023-01-15 02:38:53,0,0,0
2023-01-15 02:38:54,0,0,0
2023-01-15 02:38:55,0,0,0
2023-01-15 02:38:56,0,0,0
2023-01-15 02:38:57,0,0,0
2023-01-15 02:38:58,0,0,0
2023-01-15 02:38:59,0,0,0
2023-01-15 02:39:00,0,0,0
2023-01-15 02:39:01,0,0,0
2023-01-15 02:39:02,0,0,0
2023-01-15 02:39:03,0,0,0
2023-01-15 02:39:04,0,0,0
2023-01-15 02:39:05,0,0,0
2023-01-15 02:39:06,0,0,0
2023-01-15 02:39:07,0,0,0
2023-01-15 02:39:08,0,0,0
2023-01-15 02:39:09,0,0,0
2023-01-15 02:39:10,0,0,0
2023-01-15 02:39:11,0,0,0
2023-01-15 02:39:12,0,0,0
2023-01-15 02:39:13,0,0,0
2023-01-15 02:39:14,0,0,0
2023-01-15 02:39:15,0,0,0
2023-01-15 02:39:16,0,0,0
2023-01-15 02:39:17,0,0,0
2023-01-15 02:39:18,0,0,0
2023-01-15 02:39:19,0,0,0
2023-01-15 02:39:20,0,0,0
2023-01-15 02:39:21,0,0,0
2023-01-15 02:39:22,0,0,0
2023-01-15 02:39:23,0,0,0
2023-01-15 02:39:24,0,0,0
2023-01-15 02:39:25,0,0,0
2023-01-15 02:39:26,0,0,0
2023-01-15 02:39:27,0,0,0
2023-01-15 02:39:28,0,0,0
2023-01-15 02:39:29,0,0,0
2023-01-15 02:39:30,0,0,0
2023-01-15 02:39:31,0,0,0
2023-01-15 02:39:32,0,0,0
2023-01-15 02:39:33,0,0,0
2023-01-15 02:39:34,0,0,0
2023-01-15 02:39:35,0,0,0
2023-01-15 02:39:36,0,0,0
2023-01-15 02:39:37,0,0,0
2023-01-15 02:39:38,0,0,0
2023-01-15 02:39:39,0,0,0
2023-01-15 02:39:40,0,0,0
2023-01-15 02:39:41,0,0,0
2023-01-15 02:39:42,0,0,0
2023-01-15 02:39:43,0,0,0
2023-01-15 02:39:44,0,0,0
2023-01-15 02:39:45,0,0,0
2023-01-15 02:39:46,0,0,0
2023-01-15 02:39:47,0,0,0
2023-01-15 02:39:48,0,0,0
2023-01-15 02:39:49,0,0,0
2023-01-15 02:39:50,0,0,0
2023-01-15 02:39:51,0,0,0
2023-01-15 02:39:52,0,0,0
2023-01-15 02:39:53,0,0,0
2023-01-15 02:39:54,0,0,0
2023-01-15 02:39:55,0,0,0
2023-01-15 02:39:56,0,0,0
2023-01-15 02:39:57,0,0,0
2023-01-15 02:39:58,0,0,0
2023-01-15 02:39:59,0,0,0
2023-01-15 02:40:00,0,0,0
2023-01-15 02:40:01,0,0,0
2023-01-15 02:40:02,0,0,0
2023-01-15 02:40:03,0,0,0
2023-01-15 02:40:04,0,0,0
2023-01-15 02:40:05,0,0,0
2023-01-15 02:40:06,0,0,0
2023-01-15 02:40:07,0,0,0
2023-01-15 02:40:08,0,0,0
2023-01-15 02:40:09,0,0,0
2023-01-15 02:40:10,0,0,0
2023-01-15 02:40:11,0,0,0
2023-01-15 02:40:12,0,0,0
2023-01-15 02:40:13,0,0,0
2023-01-15 02:40:14,0,0,0
2023-01-15 02:40:15,0,0,0
2023-01-15 02:40:16,0,0,0
2023-01-15 02:40:17,0,0,0
2023-01-15 02:40:18,0,0,0
2023-01-15 02:40:19,0,0,0
2023-01-15 02:40:20,0,0,0
2023-01-15 02:40:21,0,0,0
2023-01-15 02:40:22,0,0,0
2023-01-15 02:40:23,0,0,0
2023-01-15 02:40:24,0,0,0
2023-01-15 02:40:25,0,0,0
2023-01-15 02:40:26,0,0,0
2023-01-15 02:40:27,0,0,0
2023-01-15 02:40:28,0,0,0
2023-01-15 02:40:29,0,0,0
2023-01-15 02:40:30,0,0,0
2023-01-15 02:40:31,0,0,0
2023-01-15 02:40:32,0,0,0
2023-01-15 02:40:33,0,0,0
2023-01-15 02:40:34,0,0,0
2023-01-15 02:40:35,0,0,0
2023-01-15 02:40:36,0,0,0
2023-01-15 02:40:37,0,0,0
2023-01-15 02:40:38,0,0,0
2023-01-15 02:40:39,0,0,0
2023-01-15 02:40:40,0,0,0
2023-01-15 02:40:41,0,0,0
2023-01-15 02:40:42,0,0,0
2023-01-15 02:40:43,0,0,0
2023-01-15 02:40:44,0,0,0
2023-01-15 02:40:45,0,0,0
2023-01-15 02:40:46,0,0,0
2023-01-15 02:40:47,0,0,0
2023-01-15 02:40:48,0,0,0
2023-01-15 02:40:49,0,0,0
2023-01-15 02:40:50,0,0,0
2023-01-15 02:40:51,0,0,0
2023-01-15 02:40:52,0,0,0
2023-01-15 02:40:53,0,0,0
2023-01-15 02:40:54,0,0,0
2023-01-15 02:40:55,0,0,0
2023-01-15 02:40:56,0,0,0
2023-01-15 02:40:57,0,0,0
2023-01-15 02:40:58,0,0,0
2023-01-15 02:40:59,0,0,0
2023-01-15 02:41:00,0,0,0
2023-01-15 02:41:01,0,0,0
2023-01-15 02:41:02,0,0,0
2023-01-15 02:41:03,0,0,0
2023-01-15 02:41:04,0,0,0
2023-01-15 02:41:05,0,0,0
2023-01-15 02:41:06,0,0,0
2023-01-15 02:41:07,0,0,0
2023-01-15 02:41:08,0,0,0
2023-01-15 02:41:09,0,0,0
2023-01-15 02:41:10,0,0,0
2023-01-15 02:41:11,0,0,0
2023-01-15 02:41:12,0,0,0
2023-01-15 02:41:13,0,0,0
2023-01-15 02:41:14,0,0,0
2023-01-15 02:41:15,0,0,0
2023-01-15 02:41:16,0,0,0
2023-01-15 02:41:17,0,0,0
2023-01-15 02:41:18,0,0,0
2023-01-15 02:41:19,0,0,0
2023-01-15 02:41:20,0,0,0
2023-01-15 02:41:21,0,0,0
2023-01-15 02:41:22,0,0,0
2023-01-15 02:41:23,0,0,0
2023-01-15 02:41:24,0,0,0
2023-01-15 02:41:25,0,0,0
2023-01-15 02:41:26,0,0,0
2023-01-15 02:41:27,0,0,0
2023-01-15 02:41:28,0,0,0
2023-01-15 02:41:29,0,0,0
2023-01-15 02:41:30,0,0,0
2023-01-15 02:41:31,0,0,0
2023-01-15 02:41:32,0,0,0
2023-01-15 02:41:33,0,0,0
2023-01-15 02:41:34,0,0,0
2023-01-15 02:41:35,0,0,0
2023-01-15 02:41:36,0,0,0
2023-01-15 02:41:37,0,0,0
2023-01-15 02:41:38,0,0,0
2023-01-15 02:41:39,0,0,0
2023-01-15 02:41:40,0,0,0
2023-01-15 02:41:41,0,0,0
2023-01-15 02:41:42,0,0,0
2023-01-15 02:41:43,0,0,0
2023-01-15 02:41:44,0,0,0
2023-01-15 02:41:45,0,0,0
2023-01-15 02:41:46,0,0,0
2023-01-15 02:41:47,0,0,0
2023-01-15 02:41:48,0,0,0
2023-01-15 02:41:49,0,0,0
2023-01-15 02:41:50,0,0,0
2023-01-15 02:41:51,0,0,0
2023-01-15 02:41:52,0,0,0
2023-01-15 02:41:53,0,0,0
2023-01-15 02:41:54,0,0,0
2023-01-15 02:41:55,0,0,0
2023-01-15 02:41:56,0,0,0
2023-01-15 02:41:57,0,0,0
2023-01-15 02:41:58,0,0,0
2023-01-15 02:41:59,0,0,0
2023-01-15 02:42:00,0,0,0
2023-01-15 02:42:01,0,0,0
2023-01-15 02:42:02,0,0,0
2023-01-15 02:42:03,0,0,0
2023-01-15 02:42:04,0,0,0
2023-01-15 02:42:05,0,0,0
2023-01-15 02:42:06,0,0,0
2023-01-15 02:42:07,0,0,0
2023-01-15 02:42:08,0,0,0
2023-01-15 02:42:09,0,0,0
2023-01-15 02:42:10,0,0,0
2023-01-15 02:42:11,0,0,0
2023-01-15 02:42:12,0,0,0
2023-01-15 02:42:13,0,0,0
2023-01-15 02:42:14,0,0,0
2023-01-15 02:42:15,0,0,0
2023-01-15 02:42:16,0,0,0
2023-01-15 02:42:17,0,0,0
2023-01-15 02:42:18,0,0,0
2023-01-15 02:42:19,0,0,0
2023-01-15 02:42:20,0,0,0
2023-01-15 02:42:21,0,0,0
2023-01-15 02:42:22,0,0,0
