timestamp,microwave,kettle,computer
2023-01-15 21:05:45,0,0,0
2023-01-15 21:05:46,0,0,0
2023-01-15 21:05:47,0,0,0
2023-01-15 21:05:48,0,0,0
2023-01-15 21:05:49,0,0,0
2023-01-15 21:05:50,0,0,0
2023-01-15 21:05:51,0,0,0
2023-01-15 21:05:52,0,0,0
2023-01-15 21:05:53,0,0,0
2023-01-15 21:05:54,0,0,0
2023-01-15 21:05:55,0,0,0
2023-01-15 21:05:56,0,0,0
2023-01-15 21:05:57,0,0,0
2023-01-15 21:05:58,0,0,0
2023-01-15 21:05:59,0,0,0
2023-01-15 21:06:00,0,0,0
2023-01-15 21:06:01,0,0,0
2023-01-15 21:06:02,0,0,0
2023-01-15 21:06:03,0,0,0
2023-01-15 21:06:04,0,0,0
2023-01-15 21:06:05,0,0,0
2023-01-15 21:06:06,0,0,0
2023-01-15 21:06:07,0,0,0
2023-01-15 21:06:08,0,0,0
2023-01-15 21:06:09,0,0,0
2023-01-15 21:06:10,0,0,0
2023-01-15 21:06:11,0,0,0
2023-01-15 21:06:12,0,0,0
2023-01-15 21:06:13,0,0,0
2023-01-15 21:06:14,0,0,0
2023-01-15 21:06:15,0,0,0
2023-01-15 21:06:16,0,0,0
2023-01-15 21:06:17,0,0,0
2023-01-15 21:06:18,0,0,0
2023-01-15 21:06:19,0,0,0
2023-01-15 21:06:20,0,0,0
2023-01-15 21:06:21,0,0,0
2023-01-15 21:06:22,0,0,0
2023-01-15 21:06:23,0,0,0
2023-01-15 21:06:24,0,0,0
2023-01-15 21:06:25,0,0,0
2023-01-15 21:06:26,0,0,0
2023-01-15 21:06:27,0,0,0
2023-01-15 21:06:28,0,0,0
2023-01-15 21:06:29,0,0,0
2023-01-15 21:06:30,0,0,0
2023-01-15 21:06:31,0,0,0
2023-01-15 21:06:32,0,0,0
2023-01-15 21:06:33,0,0,0
2023-01-15 21:06:34,0,0,0
2023-01-15 21:06:35,0,0,0
2023-01-15 21:06:36,0,0,0
2023-01-15 21:06:37,0,0,0
2023-01-15 21:06:38,0,0,0
2023-01-15 21:06:39,0,0,0
2023-01-15 21:06:40,0,0,0
2023-01-15 21:06:41,0,0,0
2023-01-15 21:06:42,0,0,0
2023-01-15 21:06:43,0,0,0
2023-01-15 21:06:44,0,0,0
2023-01-15 21:06:45,0,0,0
2023-01-15 21:06:46,0,0,0
2023-01-15 21:06:47,0,0,0
2023-01-15 21:06:48,0,0,0
2023-01-15 21:06:49,0,0,0
2023-01-15 21:06:50,0,0,0
2023-01-15 21:06:51,0,0,0
2023-01-15 21:06:52,0,0,0
2023-01-15 21:06:53,0,0,0
2023-01-15 21:06:54,0,0,0
2023-01-15 21:06:55,0,0,0
2023-01-15 21:06:56,0,0,0
2023-01-15 21:06:57,0,0,0
2023-01-15 21:06:58,0,0,0
2023-01-15 21:06:59,0,0,0
2023-01-15 21:07:00,0,0,0
2023-01-15 21:07:01,0,0,0
2023-01-15 21:07:02,0,0,0
2023-01-15 21:07:03,0,0,0
2023-01-15 21:07:04,0,0,0
2023-01-15 21:07:05,0,0,0
2023-01-15 21:07:06,0,0,0
2023-01-15 21:07:07,0,0,0
2023-01-15 21:07:08,0,0,0
2023-01-15 21:07:09,0,0,0
2023-01-15 21:07:10,0,0,0
2023-01-15 21:07:11,0,0,0
2023-01-15 21:07:12,0,0,0
2023-01-15 21:07:13,0,0,0
2023-01-15 21:07:14,0,0,0
2023-01-15 21:07:15,0,0,0
2023-01-15 21:07:16,0,0,0
2023-01-15 21:07:17,0,0,0
2023-01-15 21:07:18,0,0,0
2023-01-15 21:07:19,0,0,0
2023-01-15 21:07:20,0,0,0
2023-01-15 21:07:21,0,0,0
2023-01-15 21:07:22,0,0,0
2023-01-15 21:07:23,0,0,0
2023-01-15 21:07:24,0,0,0
2023-01-15 21:07:25,0,0,0
2023-01-15 21:07:26,0,0,0
2023-01-15 21:07:27,0,0,0
2023-01-15 21:07:28,0,0,0
2023-01-15 21:07:29,0,0,0
2023-01-15 21:07:30,0,0,0
2023-01-15 21:07:31,0,0,0
2023-01-15 21:07:32,0,0,0
2023-01-15 21:07:33,0,0,0
2023-01-15 21:07:34,0,0,0
2023-01-15 21:07:35,0,0,0
2023-01-15 21:07:36,0,0,0
2023-01-15 21:07:37,0,0,0
2023-01-15 21:07:38,0,0,0
2023-01-15 21:07:39,0,0,0
2023-01-15 21:07:40,0,0,0
2023-01-15 21:07:41,0,0,0
2023-01-15 21:07:42,0,0,0
2023-01-15 21:07:43,0,0,0
2023-01-15 21:07:44,0,0,0
2023-01-15 21:07:45,0,0,0
2023-01-15 21:07:46,0,0,0
2023-01-15 21:07:47,0,0,0
2023-01-15 21:07:48,0,0,0
2023-01-15 21:07:49,0,0,0
2023-01-15 21:07:50,0,0,0
2023-01-15 21:07:51,0,0,0
2023-01-15 21:07:52,0,0,0
2023-01-15 21:07:53,0,0,0
2023-01-15 21:07:54,0,0,0
2023-01-15 21:07:55,0,0,0
2023-01-15 21:07:56,0,0,0
2023-01-15 21:07:57,0,0,0
2023-01-15 21:07:58,0,0,0
2023-01-15 21:07:59,0,0,0
2023-01-15 21:08:00,0,0,0
2023-01-15 21:08:01,0,0,0
2023-01-15 21:08:02,0,0,0
2023-01-15 21:08:03,0,0,0
2023-01-15 21:08:04,0,0,0
2023-01-15 21:08:05,0,0,0
2023-01-15 21:08:06,0,0,0
2023-01-15 21:08:07,0,0,0
2023-01-15 21:08:08,0,0,0
2023-01-15 21:08:09,0,0,0
2023-01-15 21:08:10,0,0,0
2023-01-15 21:08:11,0,0,0
2023-01-15 21:08:12,0,0,0
2023-01-15 21:08:13,0,0,0
2023-01-15 21:08:14,0,0,0
2023-01-15 21:08:15,0,0,0
2023-01-15 21:08:16,0,0,0
2023-01-15 21:08:17,0,0,0
2023-01-15 21:08:18,0,0,0
2023-01-15 21:08:19,0,0,0
2023-01-15 21:08:20,0,0,0
2023-01-15 21:08:21,0,0,0
2023-01-15 21:08:22,0,0,0
2023-01-15 21:08:23,0,0,0
2023-01-15 21:08:24,0,0,0
2023-01-15 21:08:25,0,0,0
2023-01-15 21:08:26,0,0,0
2023-01-15 21:08:27,0,0,0
2023-01-15 21:08:28,0,0,0
2023-01-15 21:08:29,0,0,0
2023-01-15 21:08:30,0,0,0
2023-01-15 21:08:31,0,0,0
2023-01-15 21:08:32,0,0,0
2023-01-15 21:08:33,0,0,0
2023-01-15 21:08:34,0,0,0
2023-01-15 21:08:35,0,0,0
2023-01-15 21:08:36,0,0,0
2023-01-15 21:08:37,0,0,0
2023-01-15 21:08:38,0,0,0
2023-01-15 21:08:39,0,0,0
2023-01-15 21:08:40,0,0,0
2023-01-15 21:08:41,0,0,0
2023-01-15 21:08:42,0,0,0
2023-01-15 21:08:43,0,0,0
2023-01-15 21:08:44,0,0,0
2023-01-15 21:08:45,0,0,0
2023-01-15 21:08:46,0,0,0
2023-01-15 21:08:47,0,0,0
2023-01-15 21:08:48,0,0,0
2023-01-15 21:08:49,0,0,0
2023-01-15 21:08:50,0,0,0
2023-01-15 21:08:51,0,0,0
2023-01-15 21:08:52,0,0,0
2023-01-15 21:08:53,0,0,0
2023-01-15 21:08:54,0,0,0
2023-01-15 21:08:55,0,0,0
2023-01-15 21:08:56,0,0,0
2023-01-15 21:08:57,0,0,0
2023-01-15 21:08:58,0,0,0
2023-01-15 21:08:59,0,0,0
2023-01-15 21:09:00,0,0,0
2023-01-15 21:09:01,0,0,0
2023-01-15 21:09:02,0,0,0
2023-01-15 21:09:03,0,0,0
2023-01-15 21:09:04,0,0,0
2023-01-15 21:09:05,0,0,0
2023-01-15 21:09:06,0,0,0
2023-01-15 21:09:07,0,0,0
2023-01-15 21:09:08,0,0,0
2023-01-15 21:09:09,0,0,0
2023-01-15 21:09:10,0,0,0
2023-01-15 21:09:11,0,0,0
2023-01-15 21:09:12,0,0,0
2023-01-15 21:09:13,0,0,0
2023-01-15 21:09:14,0,0,0
2023-01-15 21:09:15,0,0,0
2023-01-15 21:09:16,0,0,0
2023-01-15 21:09:17,0,0,0
2023-01-15 21:09:18,0,0,0
2023-01-15 21:09:19,0,0,0
2023-01-15 21:09:20,0,0,0
2023-01-15 21:09:21,0,0,0
2023-01-15 21:09:22,0,0,0
2023-01-15 21:09:23,0,0,0
2023-01-15 21:09:24,0,0,0
2023-01-15 21:09:25,0,0,0
2023-01-15 21:09:26,0,0,0
2023-01-15 21:09:27,0,0,0
2023-01-15 21:09:28,0,0,0
2023-01-15 21:09:29,0,0,0
2023-01-15 21:09:30,0,0,0
2023-01-15 21:09:31,0,0,0
2023-01-15 21:09:32,0,0,0
2023-01-15 21:09:33,0,0,0
2023-01-15 21:09:34,0,0,0
2023-01-15 21:09:35,0,0,0
2023-01-15 21:09:36,0,0,0
2023-01-15 21:09:37,0,0,0
2023-01-15 21:09:38,0,0,0
2023-01-15 21:09:39,0,0,0
2023-01-15 21:09:40,0,0,0
2023-01-15 21:09:41,0,0,0
2023-01-15 21:09:42,0,0,0
2023-01-15 21:09:43,0,0,0
2023-01-15 21:09:44,0,0,0
2023-01-15 21:09:45,0,0,0
2023-01-15 21:09:46,0,0,0
2023-01-15 21:09:47,0,0,0
2023-01-15 21:09:48,0,0,0
2023-01-15 21:09:49,0,0,0
2023-01-15 21:09:50,0,0,0
2023-01-15 21:09:51,0,0,0
2023-01-15 21:09:52,0,0,0
2023-01-15 21:09:53,0,0,0
2023-01-15 21:09:54,0,0,0
2023-01-15 21:09:55,0,0,0
2023-01-15 21:09:56,0,0,0
2023-01-15 21:09:57,0,0,0
2023-01-15 21:09:58,0,0,0
2023-01-15 21:09:59,0,0,0
2023-01-15 21:10:00,0,0,0
2023-01-15 21:10:01,0,0,0
2023-01-15 21:10:02,0,0,0
2023-01-15 21:10:03,0,0,0
2023-01-15 21:10:04,0,0,0
2023-01-15 21:10:05,0,0,0
2023-01-15 21:10:06,0,0,0
2023-01-15 21:10:07,0,0,0
2023-01-15 21:10:08,0,0,0
2023-01-15 21:10:09,0,0,0
2023-01-15 21:10:10,0,0,0
2023-01-15 21:10:11,0,0,0
2023-01-15 21:10:12,0,0,0
2023-01-15 21:10:13,0,0,0
2023-01-15 21:10:14,0,0,0
2023-01-15 21:10:15,0,0,0
2023-01-15 21:10:16,0,0,0
2023-01-15 21:10:17,0,0,0
2023-01-15 21:10:18,0,0,0
2023-01-15 21:10:19,0,0,0
2023-01-15 21:10:20,0,0,0
2023-01-15 21:10:21,0,0,0
2023-01-15 21:10:22,0,0,0
2023-01-15 21:10:23,0,0,0
2023-01-15 21:10:24,0,0,0
2023-01-15 21:10:25,0,0,0
2023-01-15 21:10:26,0,0,0
2023-01-15 21:10:27,0,0,0
2023-01-15 21:10:28,0,0,0
2023-01-15 21:10:29,0,0,0
2023-01-15 21:10:30,0,0,0
2023-01-15 21:10:31,0,0,0
2023-01-15 21:10:32,0,0,0
2023-01-15 21:10:33,0,0,0
2023-01-15 21:10:34,0,0,0
2023-01-15 21:10:35,0,0,0
2023-01-15 21:10:36,0,0,0
2023-01-15 21:10:37,0,0,0
2023-01-15 21:10:38,0,0,0
2023-01-15 21:10:39,0,0,0
2023-01-15 21:10:40,0,0,0
2023-01-15 21:10:41,0,0,0
2023-01-15 21:10:42,0,0,0
2023-01-15 21:10:43,0,0,0
2023-01-15 21:10:44,0,0,0
2023-01-15 21:10:45,0,0,0
2023-01-15 21:10:46,0,0,0
2023-01-15 21:10:47,0,0,0
2023-01-15 21:10:48,0,0,0
2023-01-15 21:10:49,0,0,0
2023-01-15 21:10:50,0,0,0
2023-01-15 21:10:51,0,0,0
2023-01-15 21:10:52,0,0,0
2023-01-15 21:10:53,0,0,0
2023-01-15 21:10:54,0,0,0
2023-01-15 21:10:55,0,0,0
2023-01-15 21:10:56,0,0,0
2023-01-15 21:10:57,0,0,0
2023-01-15 21:10:58,0,0,0
2023-01-15 21:10:59,0,0,0
2023-01-15 21:11:00,0,0,0
2023-01-15 21:11:01,0,0,0
2023-01-15 21:11:02,0,0,0
2023-01-15 21:11:03,0,0,0
2023-01-15 21:11:04,0,0,0
2023-01-15 21:11:05,0,0,0
2023-01-15 21:11:06,0,0,0
2023-01-15 21:11:07,0,0,0
2023-01-15 21:11:08,0,0,0
2023-01-15 21:11:09,0,0,0
2023-01-15 21:11:10,0,0,0
2023-01-15 21:11:11,0,0,0
2023-01-15 21:11:12,0,0,0
2023-01-15 21:11:13,0,0,0
2023-01-15 21:11:14,0,0,0
2023-01-15 21:11:15,0,0,0
2023-01-15 21:11:16,0,0,0
2023-01-15 21:11:17,0,0,0
2023-01-15 21:11:18,0,0,0
2023-01-15 21:11:19,0,0,0
2023-01-15 21:11:20,0,0,0
2023-01-15 21:11:21,0,0,0
2023-01-15 21:11:22,0,0,0
2023-01-15 21:11:23,0,0,0
2023-01-15 21:11:24,0,0,0
2023-01-15 21:11:25,0,0,0
2023-01-15 21:11:26,0,0,0
2023-01-15 21:11:27,0,0,0
2023-01-15 21:11:28,0,0,0
2023-01-15 21:11:29,0,0,0
2023-01-15 21:11:30,0,0,0
2023-01-15 21:11:31,0,0,0
2023-01-15 21:11:32,0,0,0
2023-01-15 21:11:33,0,0,0
2023-01-15 21:11:34,0,0,0
2023-01-15 21:11:35,0,0,0
2023-01-15 21:11:36,0,0,0
2023-01-15 21:11:37,0,0,0
2023-01-15 21:11:38,0,0,0
2023-01-15 21:11:39,0,0,0
2023-01-15 21:11:40,0,0,0
2023-01-15 21:11:41,0,0,0
2023-01-15 21:11:42,0,0,0
2023-01-15 21:11:43,0,0,0
2023-01-15 21:11:44,0,0,0
2023-01-15 21:11:45,0,0,0
2023-01-15 21:11:46,0,0,0
2023-01-15 21:11:47,0,0,0
2023-01-15 21:11:48,0,0,0
2023-01-15 21:11:49,0,0,0
2023-01-15 21:11:50,0,0,0
2023-01-15 21:11:51,0,0,0
2023-01-15 21:11:52,0,0,0
2023-01-15 21:11:53,0,0,0
2023-01-15 21:11:54,0,0,0
2023-01-15 21:11:55,0,0,0
2023-01-15 21:11:56,0,0,0
2023-01-15 21:11:57,0,0,0
2023-01-15 21:11:58,0,0,0
2023-01-15 21:11:59,0,0,0
2023-01-15 21:12:00,0,0,0
2023-01-15 21:12:01,0,0,0
2023-01-15 21:12:02,0,0,0
2023-01-15 21:12:03,0,0,0
2023-01-15 21:12:04,0,0,0
2023-01-15 21:12:05,0,0,0
2023-01-15 21:12:06,0,0,0
2023-01-15 21:12:07,0,0,0
2023-01-15 21:12:08,0,0,0
2023-01-15 21:12:09,0,0,0
2023-01-15 21:12:10,0,0,0
2023-01-15 21:12:11,0,0,0
2023-01-15 21:12:12,0,0,0
2023-01-15 21:12:13,0,0,0
2023-01-15 21:12:14,0,0,0
2023-01-15 21:12:15,0,0,0
2023-01-15 21:12:16,0,0,0
2023-01-15 21:12:17,0,0,0
2023-01-15 21:12:18,0,0,0
2023-01-15 21:12:19,0,0,0
2023-01-15 21:12:20,0,0,0
2023-01-15 21:12:21,0,0,0
2023-01-15 21:12:22,0,0,0
2023-01-15 21:12:23,0,0,0
2023-01-15 21:12:24,0,0,0
2023-01-15 21:12:25,0,0,0
2023-01-15 21:12:26,0,0,0
2023-01-15 21:12:27,0,0,0
2023-01-15 21:12:28,0,0,0
2023-01-15 21:12:29,0,0,0
2023-01-15 21:12:30,0,0,0
2023-01-15 21:12:31,0,0,0
2023-01-15 21:12:32,0,0,0
2023-01-15 21:12:33,0,0,0
2023-01-15 21:12:34,0,0,0
2023-01-15 21:12:35,0,0,0
2023-01-15 21:12:36,0,0,0
2023-01-15 21:12:37,0,0,0
2023-01-15 21:12:38,0,0,0
2023-01-15 21:12:39,0,0,0
2023-01-15 21:12:40,0,0,0
2023-01-15 21:12:41,0,0,0
2023-01-15 21:12:42,0,0,0
2023-01-15 21:12:43,0,0,0
2023-01-15 21:12:44,0,0,0
2023-01-15 21:12:45,0,0,0
2023-01-15 21:12:46,0,0,0
2023-01-15 21:12:47,0,0,0
2023-01-15 21:12:48,0,0,0
2023-01-15 21:12:49,0,0,0
2023-01-15 21:12:50,0,0,0
2023-01-15 21:12:51,0,0,0
2023-01-15 21:12:52,0,0,0
2023-01-15 21:12:53,0,0,0
2023-01-15 21:12:54,0,0,0
2023-01-15 21:12:55,0,0,0
2023-01-15 21:12:56,0,0,0
2023-01-15 21:12:57,0,0,0
2023-01-15 21:12:58,0,0,0
2023-01-15 21:12:59,0,0,0
2023-01-15 21:13:00,0,0,0
2023-01-15 21:13:01,0,0,0
2023-01-15 21:13:02,0,0,0
2023-01-15 21:13:03,0,0,0
2023-01-15 21:13:04,0,0,0
2023-01-15 21:13:05,0,0,0
2023-01-15 21:13:06,0,0,0
2023-01-15 21:13:07,0,0,0
2023-01-15 21:13:08,0,0,0
2023-01-15 21:13:09,0,0,0
2023-01-15 21:13:10,0,0,0
2023-01-15 21:13:11,0,0,0
2023-01-15 21:13:12,0,0,0
2023-01-15 21:13:13,0,0,0
2023-01-15 21:13:14,0,0,0
2023-01-15 21:13:15,0,0,0
2023-01-15 21:13:16,0,0,0
2023-01-15 21:13:17,0,0,0
2023-01-15 21:13:18,0,0,0
2023-01-15 21:13:19,0,0,0
2023-01-15 21:13:20,0,0,0
2023-01-15 21:13:21,0,0,0
2023-01-15 21:13:22,0,0,0
2023-01-15 21:13:23,0,0,0
2023-01-15 21:13:24,0,0,0
2023-01-15 21:13:25,0,0,0
2023-01-15 21:13:26,0,0,0
2023-01-15 21:13:27,0,0,0
2023-01-15 21:13:28,0,0,0
2023-01-15 21:13:29,0,0,0
2023-01-15 21:13:30,0,0,0
2023-01-15 21:13:31,0,0,0
2023-01-15 21:13:32,0,0,0
2023-01-15 21:13:33,0,0,0
2023-01-15 21:13:34,0,0,0
2023-01-15 21:13:35,0,0,0
2023-01-15 21:13:36,0,0,0
2023-01-15 21:13:37,0,0,0
2023-01-15 21:13:38,0,0,0
2023-01-15 21:13:39,0,0,0
2023-01-15 21:13:40,0,0,0
2023-01-15 21:13:41,0,0,0
2023-01-15 21:13:42,0,0,0
2023-01-15 21:13:43,0,0,0
2023-01-15 21:13:44,0,0,0
2023-01-15 21:13:45,0,0,0
2023-01-15 21:13:46,0,0,0
2023-01-15 21:13:47,0,0,0
2023-01-15 21:13:48,0,0,0
2023-01-15 21:13:49,0,0,0
2023-01-15 21:13:50,0,0,0
2023-01-15 21:13:51,0,0,0
2023-01-15 21:13:52,0,0,0
2023-01-15 21:13:53,0,0,0
2023-01-15 21:13:54,0,0,0
2023-01-15 21:13:55,0,0,0
2023-01-15 21:13:56,0,0,0
2023-01-15 21:13:57,0,0,0
2023-01-15 21:13:58,0,0,0
2023-01-15 21:13:59,0,0,0
2023-01-15 21:14:00,0,0,0
2023-01-15 21:14:01,0,0,0
2023-01-15 21:14:02,0,0,0
2023-01-15 21:14:03,0,0,0
2023-01-15 21:14:04,0,0,0
2023-01-15 21:14:05,0,0,0
2023-01-15 21:14:06,0,0,0
2023-01-15 21:14:07,0,0,0
2023-01-15 21:14:08,0,0,0
2023-01-15 21:14:09,0,0,0
2023-01-15 21:14:10,0,0,0
2023-01-15 21:14:11,0,0,0
2023-01-15 21:14:12,0,0,0
2023-01-15 21:14:13,0,0,0
2023-01-15 21:14:14,0,0,0
2023-01-15 21:14:15,0,0,0
2023-01-15 21:14:16,0,0,0
2023-01-15 21:14:17,0,0,0
2023-01-15 21:14:18,0,0,0
2023-01-15 21:14:19,0,0,0
2023-01-15 21:14:20,0,0,0
2023-01-15 21:14:21,0,0,0
2023-01-15 21:14:22,0,0,0
2023-01-15 21:14:23,0,0,0
2023-01-15 21:14:24,0,0,0
2023-01-15 21:14:25,0,0,0
2023-01-15 21:14:26,0,0,0
2023-01-15 21:14:27,0,0,0
2023-01-15 21:14:28,0,0,0
2023-01-15 21:14:29,0,0,0
2023-01-15 21:14:30,0,0,0
2023-01-15 21:14:31,0,0,0
2023-01-15 21:14:32,0,0,0
2023-01-15 21:14:33,0,0,0
2023-01-15 21:14:34,0,0,0
2023-01-15 21:14:35,0,0,0
2023-01-15 21:14:36,0,0,0
2023-01-15 21:14:37,0,0,0
2023-01-15 21:14:38,0,0,0
2023-01-15 21:14:39,0,0,0
2023-01-15 21:14:40,0,0,0
2023-01-15 21:14:41,0,0,0
2023-01-15 21:14:42,0,0,0
2023-01-15 21:14:43,0,0,0
2023-01-15 21:14:44,0,0,0
2023-01-15 21:14:45,0,0,0
2023-01-15 21:14:46,0,0,0
2023-01-15 21:14:47,0,0,0
2023-01-15 21:14:48,0,0,0
2023-01-15 21:14:49,0,0,0
2023-01-15 21:14:50,0,0,0
2023-01-15 21:14:51,0,0,0
2023-01-15 21:14:52,0,0,0
2023-01-15 21:14:53,0,0,0
2023-01-15 21:14:54,0,0,0
2023-01-15 21:14:55,0,0,0
2023-01-15 21:14:56,0,0,0
2023-01-15 21:14:57,0,0,0
2023-01-15 21:14:58,0,0,0
2023-01-15 21:14:59,0,0,0
2023-01-15 21:15:00,0,0,0
2023-01-15 21:15:01,0,0,0
2023-01-15 21:15:02,0,0,0
2023-01-15 21:15:03,0,0,0
2023-01-15 21:15:04,0,0,0
2023-01-15 21:15:05,0,0,0
2023-01-15 21:15:06,0,0,0
2023-01-15 21:15:07,0,0,0
2023-01-15 21:15:08,0,0,0
2023-01-15 21:15:09,0,0,0
2023-01-15 21:15:10,0,0,0
2023-01-15 21:15:11,0,0,0
2023-01-15 21:15:12,0,0,0
2023-01-15 21:15:13,0,0,0
2023-01-15 21:15:14,0,0,0
2023-01-15 21:15:15,0,0,0
2023-01-15 21:15:16,0,0,0
2023-01-15 21:15:17,0,0,0
2023-01-15 21:15:18,0,0,0
2023-01-15 21:15:19,0,0,0
2023-01-15 21:15:20,0,0,0
2023-01-15 21:15:21,0,0,0
2023-01-15 21:15:22,0,0,0
2023-01-15 21:15:23,0,0,0
2023-01-15 21:15:24,0,0,0
2023-01-15 21:15:25,0,0,0
2023-01-15 21:15:26,0,0,0
2023-01-15 21:15:27,0,0,0
2023-01-15 21:15:28,0,0,0
2023-01-15 21:15:29,0,0,0
2023-01-15 21:15:30,0,0,0
2023-01-15 21:15:31,0,0,0
2023-01-15 21:15:32,0,0,0
2023-01-15 21:15:33,0,0,0
2023-01-15 21:15:34,0,0,0
2023-01-15 21:15:35,0,0,0
2023-01-15 21:15:36,0,0,0
2023-01-15 21:15:37,0,0,0
2023-01-15 21:15:38,0,0,0
2023-01-15 21:15:39,0,0,0
2023-01-15 21:15:40,0,0,0
2023-01-15 21:15:41,0,0,0
2023-01-15 21:15:42,0,0,0
2023-01-15 21:15:43,0,0,0
2023-01-15 21:15:44,0,0,0
2023-01-15 21:15:45,0,0,0
2023-01-15 21:15:46,0,0,0
2023-01-15 21:15:47,0,0,0
2023-01-15 21:15:48,0,0,0
2023-01-15 21:15:49,0,0,0
2023-01-15 21:15:50,0,0,0
2023-01-15 21:15:51,0,0,0
2023-01-15 21:15:52,0,0,0
2023-01-15 21:15:53,0,0,0
2023-01-15 21:15:54,0,0,0
2023-01-15 21:15:55,0,0,0
2023-01-15 21:15:56,0,0,0
2023-01-15 21:15:57,0,0,0
2023-01-15 21:15:58,0,0,0
2023-01-15 21:15:59,0,0,0
2023-01-15 21:16:00,0,0,0
2023-01-15 21:16:01,0,0,0
2023-01-15 21:16:02,0,0,0
2023-01-15 21:16:03,0,0,0
2023-01-15 21:16:04,0,0,0
2023-01-15 21:16:05,0,0,0
2023-01-15 21:16:06,0,0,0
2023-01-15 21:16:07,0,0,0
2023-01-15 21:16:08,0,0,0
2023-01-15 21:16:09,0,0,0
2023-01-15 21:16:10,0,0,0
2023-01-15 21:16:11,0,0,0
2023-01-15 21:16:12,0,0,0
2023-01-15 21:16:13,0,0,0
2023-01-15 21:16:14,0,0,0
2023-01-15 21:16:15,0,0,0
2023-01-15 21:16:16,0,0,0
2023-01-15 21:16:17,0,0,0
2023-01-15 21:16:18,0,0,0
2023-01-15 21:16:19,0,0,0
2023-01-15 21:16:20,0,0,0
2023-01-15 21:16:21,0,0,0
2023-01-15 21:16:22,0,0,0
2023-01-15 21:16:23,0,0,0
2023-01-15 21:16:24,0,0,0
2023-01-15 21:16:25,0,0,0
2023-01-15 21:16:26,0,0,0
2023-01-15 21:16:27,0,0,0
2023-01-15 21:16:28,0,0,0
2023-01-15 21:16:29,0,0,0
2023-01-15 21:16:30,0,0,0
2023-01-15 21:16:31,0,0,0
2023-01-15 21:16:32,0,0,0
2023-01-15 21:16:33,0,0,0
2023-01-15 21:16:34,0,0,0
2023-01-15 21:16:35,0,0,0
2023-01-15 21:16:36,0,0,0
2023-01-15 21:16:37,0,0,0
2023-01-15 21:16:38,0,0,0
2023-01-15 21:16:39,0,0,0
2023-01-15 21:16:40,0,0,0
2023-01-15 21:16:41,0,0,0
2023-01-15 21:16:42,0,0,0
2023-01-15 21:16:43,0,0,0
2023-01-15 21:16:44,0,0,0
2023-01-15 21:16:45,0,0,0
2023-01-15 21:16:46,0,0,0
2023-01-15 21:16:47,0,0,0
2023-01-15 21:16:48,0,0,0
2023-01-15 21:16:49,0,0,0
2023-01-15 21:16:50,0,0,0
2023-01-15 21:16:51,0,0,0
2023-01-15 21:16:52,0,0,0
2023-01-15 21:16:53,0,0,0
2023-01-15 21:16:54,0,0,0
2023-01-15 21:16:55,0,0,0
2023-01-15 21:16:56,0,0,0
2023-01-15 21:16:57,0,0,0
2023-01-15 21:16:58,0,0,0
2023-01-15 21:16:59,0,0,0
2023-01-15 21:17:00,0,0,0
2023-01-15 21:17:01,0,0,0
2023-01-15 21:17:02,0,0,0
2023-01-15 21:17:03,0,0,0
2023-01-15 21:17:04,0,0,0
2023-01-15 21:17:05,0,0,0
2023-01-15 21:17:06,0,0,0
2023-01-15 21:17:07,0,0,0
2023-01-15 21:17:08,0,0,0
2023-01-15 21:17:09,0,0,0
2023-01-15 21:17:10,0,0,0
2023-01-15 21:17:11,0,0,0
2023-01-15 21:17:12,0,0,0
2023-01-15 21:17:13,0,0,0
2023-01-15 21:17:14,0,0,0
2023-01-15 21:17:15,0,0,0
2023-01-15 21:17:16,0,0,0
2023-01-15 21:17:17,0,0,0
2023-01-15 21:17:18,0,0,0
2023-01-15 21:17:19,0,0,0
2023-01-15 21:17:20,0,0,0
2023-01-15 21:17:21,0,0,0
